DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,2.6658312,0.000153,-0.000153,131.627,0.0615,-0.0615,0.864,0.071,-0.62,5.771,0.562,-0.562,40.8,4.3,-4.3,0.99,0.27,-0.27,1663.0,1807.48,1499.97,-987.28,12.4,1.0,6276.0,198.0,-242.0,4.17,0.258,-0.172,1.353,0.367,-0.367,292.01447,45.205681,13.562,0,0
0.0,2.119107262,2.57e-06,-2.57e-06,132.58903,0.00123,-0.00123,0.933,0.039,-0.023,7.5384,0.0365,-0.0365,125000.0,434.0,-434.0,77.23,21.4,-21.4,1851.0,2775.75,2273.32,-1533.89,347.3,1.0,6381.0,177.0,-244.0,4.155,0.246,-0.164,1.423,0.394,-0.394,294.30389,40.192558,15.812,0,0
0.433,97.991569,0.00186,-0.00186,134.675,0.0137,-0.0137,0.711,0.252,-0.477,4.665,0.51,-0.51,127.0,18.4,-18.4,1.41,0.47,-0.16,467.0,11.21,10.53,-3.43,9.0,1.0,6499.0,144.0,-208.0,4.378,0.067,-0.216,1.169,0.389,-0.13,286.55365,45.002338,13.65,1,1
0.97,85.3162004,0.000228,-0.000228,295.31588,0.00189,-0.00189,0.972,0.356,-0.041,2.7441,0.0998,-0.0998,1900.0,67.9,-67.9,6.34,1.96,-0.65,423.0,7.57,6.84,-2.24,32.6,3.0,6046.0,162.0,-198.0,4.486,0.052,-0.221,0.972,0.3,-0.1,296.47977,49.937679,14.669,1,2
0.802,7.3812344,0.000109,-0.000109,137.5646,0.0103,-0.0103,0.687,0.29,-0.459,2.802,0.32,-0.32,105.0,14.4,-14.4,1.0,0.3,-0.1,944.0,187.24,164.03,-54.41,8.6,1.0,6072.0,163.0,-199.0,4.51,0.05,-0.2,0.923,0.276,-0.092,292.94757,42.904308,15.051,1,1
0.989,49.41121127,6.27e-05,-6.27e-05,198.238709,0.000923,-0.000923,0.885,0.008,-0.014,5.278,0.0815,-0.0815,3180.0,30.2,-30.2,6.77,1.07,-0.46,497.0,14.48,6.03,-2.64,125.4,1.0,5768.0,78.0,-86.0,4.434,0.054,-0.126,1.015,0.161,-0.069,286.04712,45.053211,15.0,1,2
0.0,24.9559985,3.8e-06,-3.8e-06,149.094437,0.000126,-0.000126,0.996,0.062,-0.012,2.76331,0.00816,-0.00816,4860.0,11.4,-11.4,36.91,5.21,-15.6,1438.0,1011.42,515.91,-778.54,555.6,1.0,8617.0,325.0,-758.0,3.78,0.408,-0.072,3.018,0.426,-1.277,290.02435,39.563389,11.458,0,0
0.0,6.474202359,7.05e-07,-7.05e-07,134.3950738,8.99e-05,-8.99e-05,0.448,0.004,-0.006,3.35989,0.00583,-0.00583,203000.0,206.0,-206.0,28.96,2.51,-2.27,717.0,62.47,20.51,-15.49,1284.0,1.0,4947.0,148.0,-148.0,4.636,0.065,-0.035,0.624,0.054,-0.049,293.54028,46.437279,14.998,0,0
0.976,6.06664931,4.09e-05,-4.09e-05,136.14365,0.00535,-0.00535,0.902,0.027,-0.694,1.962,0.173,-0.173,65.3,7.2,-7.2,0.87,0.12,-0.04,915.0,165.66,65.12,-27.52,10.9,1.0,5569.0,100.0,-111.0,4.521,0.028,-0.112,0.892,0.124,-0.044,292.1218,41.927029,13.163,1,1
0.999,161.4746786,0.000846,-0.000846,170.60338,0.00369,-0.00369,0.746,0.138,-0.513,10.572,0.171,-0.171,828.0,19.6,-19.6,3.25,0.51,-0.38,343.0,3.27,1.42,-0.91,47.8,1.0,5761.0,104.0,-115.0,4.383,0.095,-0.116,1.044,0.162,-0.122,293.42703,39.942429,13.871,1,2
0.996,2.03387483,1.41e-05,-1.41e-05,131.91927,0.00514,-0.00514,0.238,0.196,-0.238,3.097,0.164,-0.164,73.6,5.5,-5.5,1.6,0.29,-0.28,1789.0,2422.92,1161.5,-876.37,15.7,1.0,5282.0,84.0,-73.0,3.913,0.126,-0.103,1.899,0.339,-0.339,291.84781,48.968128,14.621,1,2
1.0,3.65034525,3.87e-05,-3.87e-05,133.63577,0.00827,-0.00827,0.289,0.307,-0.289,1.527,0.408,-0.408,253.0,82.9,-82.9,0.72,0.05,-0.07,578.0,26.47,6.12,-6.75,6.0,4.0,3704.0,66.0,-81.0,4.797,0.052,-0.032,0.45,0.032,-0.044,291.94415,48.351791,15.519,1,1
0.0,2.11547854,2.43e-05,-2.43e-05,132.0118,0.0122,-0.0122,0.755,0.179,-0.515,3.665,0.283,-0.283,223.0,12.3,-12.3,1.66,0.54,-0.18,1521.0,1264.56,1243.36,-416.85,21.6,1.0,6208.0,194.0,-259.0,4.454,0.054,-0.216,1.024,0.332,-0.111,287.19815,38.42897,15.542,0,0
0.0,2.81753381,7.72e-05,-7.72e-05,132.8937,0.0224,-0.0224,1.373,39.03,-1.238,2.1551,0.0743,-0.0743,3840.0,118.0,-118.0,52.91,14.5,-9.68,1494.0,1180.61,990.68,-507.62,39.3,1.0,6313.0,200.0,-244.0,4.325,0.153,-0.187,1.098,0.301,-0.201,294.77493,43.592918,14.248,0,0
1.0,13.2226149,0.000169,-0.000169,144.295,0.0101,-0.0101,0.943,0.019,-0.638,4.337,0.201,-0.201,262.0,23.1,-23.1,1.75,0.46,-0.16,740.0,71.11,56.08,-18.89,12.6,1.0,5931.0,161.0,-178.0,4.545,0.044,-0.187,0.863,0.231,-0.077,292.33035,37.997059,15.208,1,1
0.0,0.691666384,2.56e-06,-2.56e-06,135.94927,0.00332,-0.00332,0.552,0.008,-0.492,1.9603,0.0935,-0.0935,35.6,2.0,-2.0,0.58,0.08,-0.07,2031.0,4014.57,1529.05,-1107.72,20.8,2.0,5687.0,114.0,-102.0,4.408,0.11,-0.099,0.943,0.122,-0.111,295.51068,42.930565,13.601,0,0
1.0,10.30401132,1.84e-05,-1.84e-05,138.50377,0.00145,-0.00145,0.017,0.363,-0.017,4.2246,0.0419,-0.0419,316.0,6.0,-6.0,1.84,0.12,-0.12,849.0,122.98,28.0,-22.94,53.8,6.0,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,297.11511,41.909142,13.709,1,2
0.01,288.678554,0.00593,-0.00593,143.8403,0.0146,-0.0146,0.717,0.25,-0.497,9.197,0.675,-0.675,243.0,25.0,-25.0,0.96,0.07,-0.09,172.0,0.21,0.06,-0.06,10.8,1.0,4326.0,131.0,-131.0,4.667,0.054,-0.027,0.575,0.045,-0.056,298.98932,48.077171,13.145,0,0
0.0,6.35216475,9.14e-05,-9.14e-05,134.1982,0.0116,-0.0116,0.196,0.271,-0.196,3.251,0.303,-0.303,186.0,19.9,-19.9,18.1,3.46,-3.83,2698.0,12523.45,5874.42,-5370.43,10.9,1.0,4820.0,43.0,-100.0,2.471,0.027,-0.033,13.654,2.604,-2.893,300.78308,44.489269,11.673,0,0
1.0,2.576571021,1.95e-06,-1.95e-06,172.126911,0.000617,-0.000617,0.187,0.096,-0.187,1.5997,0.0187,-0.0187,853.0,14.6,-14.6,1.57,0.09,-0.12,717.0,62.42,12.91,-13.65,63.6,2.0,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,1,2
1.0,13.22714056,2.73e-05,-2.73e-05,142.20251,0.00166,-0.00166,0.013,0.406,-0.013,3.2861,0.051,-0.051,812.0,17.8,-17.8,2.22,0.15,-0.12,638.0,39.1,9.11,-6.79,51.8,1.0,5180.0,103.0,-103.0,4.548,0.036,-0.054,0.8,0.054,-0.043,286.55807,38.405369,14.443,1,2
1.0,2.816504904,1.65e-07,-1.65e-07,170.9676846,4.66e-05,-4.66e-05,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,16800.0,11.0,-11.0,12.21,1.62,-0.87,1219.0,521.13,184.34,-97.95,1406.8,1.0,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.955,0.127,-0.068,297.01547,49.225288,15.052,1,2
0.0,28.29720723,1.36e-06,-1.36e-06,137.2347229,4.06e-05,-4.06e-05,1.227,0.035,-0.051,3.94247,0.00121,-0.00121,23200.0,4.0,-4.0,54.15,10.5,-10.5,713.0,60.99,35.71,-25.9,2360.6,1.0,6327.0,171.0,-190.0,4.277,0.171,-0.124,1.151,0.223,-0.223,296.61633,43.529301,12.796,0,0
0.0,3.613757526,1.04e-06,-1.04e-06,171.422542,0.000229,-0.000229,0.812,0.003,-0.005,5.9128,0.0192,-0.0192,4870.0,9.8,-9.8,7.05,2.05,-0.73,1182.0,461.67,398.4,-135.49,591.2,1.0,5986.0,168.0,-189.0,4.498,0.065,-0.195,0.906,0.264,-0.094,299.07513,40.35833,14.915,0,0
1.0,4.783002698,5.43e-06,-5.43e-06,170.508434,0.000943,-0.000943,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1010.0,16.6,-16.6,2.5,0.34,-0.19,886.0,145.48,66.39,-35.12,70.6,1.0,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119,1,1
0.0,22.41831984,3.82e-06,-3.82e-06,172.797099,0.000139,-0.000139,0.8,0.002,-0.002,5.349,0.0104,-0.0104,11900.0,15.9,-15.9,9.94,1.44,-1.3,563.0,23.8,11.73,-7.66,944.4,1.0,5324.0,175.0,-143.0,4.491,0.11,-0.11,0.813,0.118,-0.106,296.89938,43.707218,14.479,0,0
0.522,394.6781627,4.74e-05,-4.74e-05,346.1399939,8.61e-05,-8.61e-05,0.708,0.016,-0.019,6.05443,0.00461,-0.00461,253000.0,184.0,-184.0,52.16,12.5,-6.23,235.0,0.72,0.51,-0.22,1500.7,1.0,5780.0,157.0,-157.0,4.505,0.084,-0.156,0.83,0.199,-0.099,285.60162,41.817532,15.207,0,0
0.0,0.517573708,4.7e-08,-4.7e-08,131.5161551,7.48e-05,-7.48e-05,1.021,0.056,-0.053,2.23102,0.00487,-0.00487,87200.0,148.0,-148.0,37.02,6.19,-2.48,1863.0,2827.01,1504.83,-647.74,740.2,1.0,5427.0,162.0,-162.0,4.633,0.032,-0.104,0.7,0.117,-0.047,287.42365,47.373341,15.777,0,0
0.995,15.64588656,7.42e-05,-7.42e-05,146.04926,0.00348,-0.00348,0.033,0.425,-0.033,3.959,0.115,-0.115,572.0,23.9,-23.9,2.18,0.67,-0.22,710.0,60.08,54.61,-17.46,26.9,1.0,5896.0,164.0,-184.0,4.518,0.05,-0.213,0.916,0.282,-0.094,289.31149,51.320862,15.241,1,2
0.877,0.968980781,6.41e-06,-6.41e-06,132.41921,0.00605,-0.00605,0.065,0.392,-0.065,1.517,0.147,-0.147,119.0,11.1,-11.1,1.08,0.35,-0.11,1844.0,2730.51,2661.93,-839.19,12.8,1.0,5866.0,182.0,-203.0,4.473,0.054,-0.216,1.0,0.322,-0.107,295.34967,45.114552,15.415,1,2
0.0,302.3886782,8.6e-05,-8.6e-05,309.18675,0.000224,-0.000224,1.134,0.306,-0.132,3.1229,0.0138,-0.0138,41300.0,171.0,-171.0,40.73,3.42,-2.75,238.0,0.76,0.21,-0.15,294.8,1.0,5328.0,106.0,-106.0,4.499,0.066,-0.06,0.857,0.072,-0.058,301.70923,44.281792,14.041,0,0
1.0,8.360870704,6.06e-06,-6.06e-06,175.64459,0.000571,-0.000571,0.494,0.002,-0.477,2.7144,0.0338,-0.0338,2040.0,19.2,-19.2,3.67,0.22,-0.36,690.0,53.68,14.26,-14.96,120.9,1.0,4743.0,142.0,-142.0,4.516,0.102,-0.748,0.81,0.049,-0.079,283.86603,46.789589,15.223,1,2
0.0,1.827558898,2.43e-07,-2.43e-07,132.26554,0.00011,-0.00011,0.093,0.036,-0.087,4.72808,0.00703,-0.00703,315000.0,494.0,-494.0,118.28,27.0,-58.4,2178.0,5331.71,3712.98,-4136.96,920.8,1.0,5977.0,178.0,-196.0,3.854,0.544,-0.136,2.077,0.474,-1.026,301.3035,44.99966,13.661,0,0
0.0,420.9292036,8.63e-05,-8.63e-05,196.685958,0.000164,-0.000164,1.033,0.053,-0.048,17.3985,0.0109,-0.0109,86000.0,57.1,-57.1,62.76,18.7,-10.1,293.0,1.74,1.51,-0.66,1740.2,1.0,6461.0,162.0,-211.0,4.319,0.105,-0.195,1.197,0.357,-0.192,290.93896,38.119572,13.858,0,0
0.974,21.1285655,0.0002,-0.0002,149.27632,0.00695,-0.00695,0.36,0.081,-0.36,3.852,0.226,-0.226,177.0,15.5,-15.5,2.88,0.36,-1.02,935.0,180.55,61.03,-108.94,12.5,2.0,5817.0,78.0,-78.0,3.877,0.293,-0.098,2.153,0.272,-0.76,282.92499,48.626389,13.127,1,2
0.998,35.1184432,0.000217,-0.000217,152.12282,0.00447,-0.00447,0.958,0.045,-0.693,4.59,0.237,-0.237,542.0,27.6,-27.6,3.26,0.47,-0.34,550.0,21.57,9.01,-5.62,20.4,4.0,5527.0,111.0,-111.0,4.376,0.099,-0.11,1.054,0.152,-0.11,283.36841,41.821861,14.532,1,2
0.0,1.241483276,2.81e-06,-2.81e-06,132.10028,0.00201,-0.00201,1.227,3.02,-0.15,2.195,0.104,-0.104,141.0,5.4,-5.4,27.25,8.59,-3.68,1847.0,2761.35,2567.19,-939.96,32.0,1.0,6140.0,170.0,-191.0,4.394,0.101,-0.203,1.053,0.332,-0.142,299.51083,40.474548,13.482,0,0
1.0,10.0100312,4.72e-05,-4.72e-05,131.61434,0.00383,-0.00383,0.07,0.374,-0.07,1.35,0.121,-0.121,376.0,37.3,-37.3,0.99,0.07,-0.11,506.0,15.56,4.29,-4.69,12.4,1.0,4338.0,117.0,-143.0,4.731,0.065,-0.035,0.508,0.036,-0.054,297.05066,40.717419,15.318,1,1
0.0,2.976020742,8.3e-06,-8.3e-06,171.65845,0.00233,-0.00233,0.721,0.085,-0.262,3.73,0.0955,-0.0955,115.0,2.4,-2.4,2.07,0.43,-0.65,1740.0,2169.16,1400.54,-1246.33,60.6,1.0,5947.0,178.0,-148.0,3.939,0.308,-0.103,1.796,0.376,-0.564,290.12018,38.50951,12.302,0,0
0.999,130.3543929,0.000214,-0.000214,144.06022,0.00122,-0.00122,0.675,0.075,-0.251,6.474,0.143,-0.143,5130.0,59.7,-59.7,7.7,2.53,-0.84,369.0,4.36,4.22,-1.34,103.7,1.0,5970.0,163.0,-199.0,4.463,0.056,-0.224,1.015,0.334,-0.111,285.37195,41.993912,15.254,1,2
0.0,0.970085646,5.23e-06,-5.23e-06,132.4088,0.00438,-0.00438,0.035,0.427,-0.035,1.129,0.181,-0.181,153.0,21.3,-21.3,18.65,2.23,-6.69,5119.0,162048.58,50852.27,-99263.94,9.8,1.0,4555.0,54.0,-68.0,2.346,0.196,-0.098,15.63,1.868,-5.604,291.99316,42.049259,12.026,0,0
0.0,0.532854237,2.9e-06,-2.9e-06,131.93754,0.00495,-0.00495,0.618,0.005,-0.525,3.231,0.183,-0.183,50.9,2.5,-2.5,1.21,0.32,-0.4,3042.0,20292.47,16267.15,-12401.84,27.9,1.0,6266.0,175.0,-219.0,4.067,0.322,-0.161,1.613,0.436,-0.533,297.58078,42.061459,13.644,0,0
0.0,2.97606298,5.63e-05,-5.63e-05,132.9637,0.0155,-0.0155,0.363,0.09,-0.363,4.124,0.597,-0.597,72.2,5.2,-5.2,5.65,1.62,-3.79,2615.0,11065.06,10028.44,-10084.94,17.8,1.0,5321.0,189.0,-260.0,3.158,0.696,-0.174,6.669,1.918,-4.475,290.14084,38.493809,13.498,0,0
1.0,8.09888906,2.18e-06,-2.18e-06,176.623731,0.000216,-0.000216,0.018,0.154,-0.018,4.20241,0.00982,-0.00982,6910.0,18.0,-18.0,8.95,2.94,-0.98,986.0,223.19,216.44,-69.72,435.9,1.0,6214.0,174.0,-217.0,4.442,0.054,-0.216,1.076,0.353,-0.118,282.69952,43.272739,15.261,1,2
1.0,32.62876672,5.8e-05,-5.8e-05,194.1019,0.00138,-0.00138,0.021,0.402,-0.021,4.7971,0.058,-0.058,1800.0,25.4,-25.4,3.36,0.76,-0.33,506.0,15.55,10.51,-4.18,80.0,1.0,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.798,0.181,-0.077,285.71854,48.505859,15.082,1,2
0.978,49.6075771,0.0001,-0.0001,138.41517,0.0017,-0.0017,0.764,0.015,-0.544,2.9575,0.0599,-0.0599,627.0,16.2,-16.2,2.12,0.18,-0.09,402.0,6.17,1.67,-0.95,44.9,1.0,5187.0,103.0,-103.0,4.592,0.014,-0.072,0.774,0.065,-0.033,290.16525,49.923859,13.218,1,2
0.0,1.45728997,1.68e-05,-1.68e-05,131.5882,0.0111,-0.0111,0.749,0.206,-0.506,3.582,0.305,-0.305,71.3,6.0,-6.0,0.93,0.14,-0.04,1665.0,1818.19,757.06,-235.37,15.5,1.0,6063.0,78.0,-78.0,4.476,0.021,-0.112,1.012,0.162,-0.043,290.36142,46.661331,14.561,0,0
0.993,7.06321927,4.76e-05,-4.76e-05,132.52395,0.00599,-0.00599,0.56,0.412,-0.354,2.411,0.166,-0.166,207.0,19.3,-19.3,1.21,0.19,-0.16,827.0,110.22,56.37,-36.29,12.6,1.0,5305.0,159.0,-159.0,4.489,0.108,-0.132,0.818,0.13,-0.106,286.17053,43.008911,14.572,1,2
0.0,28.59788033,2e-06,-2e-06,152.9842901,5.87e-05,-5.87e-05,0.356,0.008,-0.005,7.71925,0.00282,-0.00282,86000.0,40.5,-40.5,74.25,14.0,-26.0,1014.0,250.21,143.12,-156.59,2526.2,1.0,6590.0,179.0,-199.0,3.787,0.312,-0.078,2.474,0.466,-0.865,293.26636,38.12608,13.119,0,0
0.691,2.879243323,1.19e-06,-1.19e-06,170.710636,0.000327,-0.000327,0.709,0.014,-0.014,2.6273,0.0269,-0.0269,48100.0,355.0,-355.0,21.02,6.13,-2.04,1244.0,565.39,471.15,-157.34,200.5,1.0,5941.0,142.0,-178.0,4.533,0.048,-0.204,0.885,0.258,-0.086,281.77554,47.59325,14.371,0,0
0.978,10.7781558,0.000186,-0.000186,134.7939,0.0129,-0.0129,0.009,0.433,-0.009,3.005,0.413,-0.413,121.0,19.0,-19.0,1.24,0.43,-0.14,942.0,186.22,189.44,-58.93,7.9,1.0,6386.0,173.0,-211.0,4.402,0.067,-0.216,1.123,0.389,-0.13,292.9603,48.7005,15.267,1,1
0.0,670.645531,0.00124,-0.00124,209.04355,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18100.0,33.5,-33.5,14.14,2.13,-0.71,196.0,0.35,0.15,-0.06,642.7,1.0,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.983,0.148,-0.049,296.69861,49.316479,15.207,0,0
0.998,24.3110031,0.000104,-0.000104,137.0394,0.00329,-0.00329,0.146,0.278,-0.146,8.7682,0.0967,-0.0967,184.0,4.0,-4.0,2.3,0.15,-0.13,831.0,112.64,22.88,-17.45,48.9,2.0,5951.0,80.0,-80.0,4.017,0.033,-0.03,1.693,0.115,-0.094,282.97897,40.784351,12.119,1,2
0.887,16.5340022,0.000243,-0.000243,135.409,0.0128,-0.0128,0.525,0.433,-0.326,4.063,0.374,-0.374,89.2,10.4,-10.4,1.17,0.2,-0.19,819.0,106.21,51.98,-37.19,9.3,5.0,6052.0,121.0,-133.0,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268,1,1
1.0,117.931108,8.38e-05,-8.38e-05,219.704226,0.000548,-0.000548,0.615,0.028,-0.07,5.8796,0.0633,-0.0633,8510.0,47.6,-47.6,10.36,3.5,-1.17,418.0,7.2,6.94,-2.23,212.5,1.0,6392.0,151.0,-207.0,4.425,0.056,-0.21,1.072,0.362,-0.121,289.02017,48.119808,15.128,1,2
0.0,0.855763492,1.53e-07,-1.53e-07,132.351325,0.000146,-0.000146,0.917,0.079,-0.038,3.64361,0.00886,-0.00886,132000.0,236.0,-236.0,72.82,23.6,-11.8,2464.0,8674.28,8029.9,-3338.83,598.4,1.0,6679.0,160.0,-220.0,4.286,0.09,-0.195,1.326,0.429,-0.214,292.45786,46.43338,13.788,0,0
1.0,5.78387049,1.54e-05,-1.54e-05,135.5798,0.00196,-0.00196,0.227,0.221,-0.227,1.3966,0.0681,-0.0681,413.0,23.7,-23.7,2.07,0.62,-0.21,1051.0,288.69,258.79,-86.48,20.7,1.0,6063.0,181.0,-217.0,4.476,0.048,-0.192,1.012,0.302,-0.101,295.30255,49.589119,15.049,1,1
1.0,31.7821117,0.000177,-0.000177,134.8645,0.00478,-0.00478,0.17,0.269,-0.17,3.856,0.13,-0.13,570.0,28.4,-28.4,2.08,0.23,-0.16,528.0,18.32,6.26,-3.89,21.6,3.0,5527.0,110.0,-110.0,4.491,0.06,-0.09,0.88,0.1,-0.067,288.81195,39.77066,13.828,1,2
0.964,9.69501146,4.66e-05,-4.66e-05,182.45413,0.00419,-0.00419,0.293,0.144,-0.293,2.75,0.103,-0.103,515.0,30.9,-30.9,2.08,0.63,-0.2,833.0,114.06,102.7,-33.16,18.3,1.0,5896.0,176.0,-194.0,4.516,0.052,-0.208,0.914,0.274,-0.091,295.78516,40.439548,15.809,1,2
0.003,5.81289843,9.68e-05,-9.68e-05,131.5613,0.0134,-0.0134,0.499,0.458,-0.293,3.979,0.415,-0.415,76.3,10.6,-10.6,0.93,0.3,-0.12,1102.0,348.61,321.65,-120.45,9.5,1.0,6175.0,168.0,-205.0,4.41,0.087,-0.203,1.041,0.327,-0.14,285.56747,38.040691,14.51,0,0
0.997,14.2673439,0.000231,-0.000231,133.9655,0.0127,-0.0127,0.042,0.413,-0.041,3.171,0.58,-0.58,218.0,29.5,-29.5,1.21,0.29,-0.09,657.0,44.12,32.09,-11.06,9.0,1.0,5475.0,164.0,-164.0,4.567,0.03,-0.17,0.837,0.2,-0.067,289.72818,43.488239,15.181,1,1
0.0,0.92565941,4.4e-06,-4.4e-06,132.11002,0.00431,-0.00431,0.042,0.419,-0.042,1.488,0.138,-0.138,30.0,3.1,-3.1,0.88,0.25,-0.27,2383.0,7600.86,6594.29,-4534.71,11.2,1.0,6058.0,190.0,-232.0,4.135,0.24,-0.18,1.612,0.459,-0.505,298.38754,44.151962,12.6,0,0
0.0,0.99014722,1.99e-06,-1.99e-06,132.02928,0.00146,-0.00146,0.329,0.121,-0.329,0.9394,0.0593,-0.0593,321.0,18.7,-18.7,1.34,0.17,-0.1,1433.0,997.75,433.33,-233.66,23.0,1.0,5072.0,153.0,-153.0,4.606,0.027,-0.082,0.747,0.096,-0.052,289.20413,46.133911,15.896,0,0
0.0,1064.268096,0.000224,-0.000224,144.086072,0.000158,-0.000158,0.447,0.006,-0.009,11.5521,0.0164,-0.0164,22800.0,23.4,-23.4,33.63,7.31,-15.8,281.0,1.47,1.01,-1.11,1171.2,1.0,6340.0,204.0,-227.0,3.833,0.512,-0.128,2.173,0.472,-1.022,288.25864,43.376465,12.328,0,0
0.994,29.5632952,0.000217,-0.000217,158.22504,0.00569,-0.00569,0.154,0.306,-0.154,1.562,0.179,-0.179,533.0,63.7,-63.7,1.9,0.51,-0.16,527.0,18.23,14.73,-4.51,10.4,1.0,5595.0,169.0,-152.0,4.562,0.042,-0.168,0.828,0.221,-0.069,288.12735,41.952801,15.684,1,1
1.0,29.2254372,0.00023,-0.00023,143.98764,0.00519,-0.00519,0.384,0.067,-0.384,5.293,0.194,-0.194,174.0,12.7,-12.7,1.35,0.44,-0.15,614.0,33.69,33.79,-10.54,15.7,1.0,6049.0,190.0,-211.0,4.461,0.058,-0.232,1.008,0.333,-0.111,292.32419,43.033451,14.162,1,1
0.975,207.24785,0.00263,-0.00263,213.03458,0.0097,-0.0097,0.21,0.241,-0.21,6.159,0.348,-0.348,809.0,64.7,-64.7,1.56,0.09,-0.06,189.0,0.3,0.06,-0.05,13.2,1.0,4339.0,78.0,-87.0,4.711,0.02,-0.032,0.553,0.031,-0.022,284.56689,49.01255,15.142,1,2
0.0,161.7883271,3.54e-05,-3.54e-05,214.039,0.000166,-0.000166,0.267,0.03,-0.055,5.31,0.0123,-0.0123,87800.0,154.0,-154.0,36.14,6.24,-3.63,375.0,4.68,2.07,-1.12,704.5,1.0,6018.0,72.0,-90.0,4.327,0.08,-0.12,1.212,0.209,-0.122,291.38269,37.07299,15.661,0,0
0.989,51.5738653,0.000418,-0.000418,158.06744,0.00623,-0.00623,0.275,0.182,-0.275,2.784,0.224,-0.224,901.0,81.9,-81.9,2.41,0.48,-0.16,417.0,7.12,4.5,-1.66,13.2,1.0,5380.0,175.0,-159.0,4.581,0.026,-0.145,0.813,0.161,-0.057,292.70343,46.415871,15.96,1,1
0.224,218.771117,0.00282,-0.00282,250.92469,0.00869,-0.00869,0.95,0.008,-0.656,3.201,0.344,-0.344,140.0,21.0,-21.0,250.2,8.2,-26.3,1997.0,3757.91,711.61,-1065.95,8.4,1.0,3297.0,91.0,-91.0,0.236,0.027,-0.033,151.184,4.956,-15.859,285.29388,41.1026,12.429,1,1
0.0,0.755049082,6.8e-08,-6.8e-08,132.1942347,7.67e-05,-7.67e-05,1.225,0.049,-0.096,2.09643,0.0022,-0.0022,26100.0,15.1,-15.1,30.47,2.35,-2.11,1551.0,1372.84,418.31,-318.67,683.7,1.0,5242.0,156.0,-156.0,4.64,0.066,-0.039,0.622,0.048,-0.043,287.35971,44.294991,13.276,0,0
1.0,46.1842039,0.000265,-0.000265,165.23729,0.0043,-0.0043,0.013,0.415,-0.013,4.758,0.13,-0.13,1390.0,56.4,-56.4,1.83,0.12,-0.15,273.0,1.32,0.29,-0.3,26.0,3.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,1,2
0.0,4.176929219,3.44e-06,-3.44e-06,133.197382,0.000672,-0.000672,0.984,3.76,-0.147,5.2003,0.0607,-0.0607,70400.0,466.0,-466.0,31.35,5.27,-2.26,938.0,183.08,97.7,-43.31,187.0,1.0,5462.0,162.0,-162.0,4.628,0.035,-0.105,0.708,0.119,-0.051,291.05762,38.64534,15.22,0,0
0.991,8.2553499,0.000136,-0.000136,135.17,0.0177,-0.0177,0.918,0.026,-0.651,3.959,0.445,-0.445,54.5,6.6,-6.6,3.28,0.54,-1.25,1462.0,1079.27,478.08,-689.77,10.0,1.0,5403.0,86.0,-75.0,3.559,0.296,-0.111,3.6,0.59,-1.376,287.51071,46.38995,13.816,1,1
0.0,18.2260472,0.000296,-0.000296,133.5798,0.0144,-0.0144,0.378,0.078,-0.378,3.664,0.334,-0.334,361.0,42.4,-42.4,1.85,0.48,-0.2,648.0,41.67,32.62,-12.55,10.0,1.0,5440.0,164.0,-164.0,4.444,0.075,-0.175,0.98,0.253,-0.109,299.13177,48.06171,15.418,0,0
